,score
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse']",36.2772969097
"['ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.2784182799
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.2792697927
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'doll', 'doll']",36.2798216195
"['block', 'block', 'book', 'book', 'gloves', 'train']",36.2798687049
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'horse', 'train']",36.282379633
"['block', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'train']",36.2824490752
"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.2831127284
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.2846288806
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'horse', 'horse', 'train']",36.2864972887
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",36.28759736
"['ball', 'book', 'book', 'doll', 'gloves', 'horse', 'horse', 'horse', 'train']",36.2880271682
"['book', 'book', 'book', 'horse', 'horse', 'horse', 'horse', 'horse', 'train']",36.2900221153
"['ball', 'ball', 'ball', 'doll', 'horse', 'horse', 'horse', 'horse', 'train']",36.291010581
"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.2919759695
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'horse', 'horse']",36.2934119841
"['block', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.2939928251
"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse']",36.295047604
"['book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'train']",36.2966334216
"['ball', 'ball', 'ball', 'block', 'block', 'book', 'doll']",36.2990100248
"['block', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.3027652124
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.3032442695
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'doll']",36.3056331852
"['ball', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse']",36.3079662597
"['block', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.3095082689
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse', 'train']",36.3118015039
"['block', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.3126670723
"['ball', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse']",36.3142235459
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'train']",36.3144671174
"['book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.3151781006
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.315438034
"['ball', 'block', 'book', 'book', 'doll', 'horse', 'train']",36.3173017806
"['gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",36.31818584
"['ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.3191867737
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'train']",36.3221488303
"['book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'train']",36.3222778803
"['block', 'doll', 'horse', 'horse', 'horse', 'horse']",36.3225621714
"['ball', 'book', 'doll', 'doll', 'horse', 'horse', 'horse', 'train']",36.3264512668
"['ball', 'block', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.3284423896
"['ball', 'ball', 'doll', 'doll', 'horse', 'horse', 'horse', 'train']",36.3285396136
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",36.3291321176
"['block', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.3294003665
"['ball', 'ball', 'block', 'block', 'book', 'book', 'book', 'book']",36.3303075545
"['ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.3311721006
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book', 'train']",36.3314248853
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse', 'train']",36.3324030719
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'train']",36.3329568455
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'horse', 'horse', 'train']",36.334818535
"['ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves', 'horse', 'horse']",36.3360573978
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'horse', 'train']",36.3413777621
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",36.3423745494
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse', 'train']",36.342554939
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.3426189338
"['book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse', 'train']",36.3428756997
"['ball', 'ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.3441268468
"['block', 'block', 'book', 'doll', 'gloves', 'horse']",36.3479606956
"['doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",36.350388825
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.3510357172
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.3513730497
"['ball', 'block', 'horse', 'horse', 'horse', 'train']",36.3565892567
"['block', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.3570247217
"['ball', 'block', 'block', 'gloves', 'horse', 'horse']",36.3577231745
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.3581798159
"['ball', 'ball', 'ball', 'block', 'block', 'book', 'book', 'gloves', 'gloves']",36.3584366832
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.3587978876
"['block', 'book', 'horse', 'horse', 'horse', 'train']",36.3609609219
"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.360985811
"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'horse']",36.3611813513
"['ball', 'ball', 'book', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",36.3617307139
"['block', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",36.3619553094
"['book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",36.3623244753
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.3626916304
"['block', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.3648751594
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'horse', 'horse', 'train']",36.3653197827
"['ball', 'ball', 'ball', 'block', 'horse', 'horse', 'train']",36.3671628378
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.3674040635
"['block', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.3693233474
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse', 'train']",36.3699925328
"['book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse', 'horse', 'train']",36.3703024459
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.3704727524
"['ball', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'train']",36.3712452595
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse']",36.3742026368
"['ball', 'block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.3742992578
"['ball', 'block', 'book', 'book', 'book', 'book', 'doll', 'train']",36.374558
"['ball', 'ball', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.3747883201
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'train']",36.3748798553
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.3762272594
"['book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'train']",36.3811900717
"['ball', 'ball', 'block', 'book', 'doll', 'gloves', 'horse', 'train']",36.3827117918
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'horse', 'train']",36.3855547836
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'train']",36.3882062723
"['book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'horse']",36.3900518861
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.3919262293
"['ball', 'block', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.3926006025
"['block', 'book', 'book', 'book', 'doll', 'horse', 'train']",36.3926590941
"['ball', 'ball', 'block', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.3930721074
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",36.3931888896
"['ball', 'block', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.3937681036
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.3940478158
"['ball', 'ball', 'block', 'book', 'book', 'book', 'horse', 'train']",36.39474531
"['ball', 'block', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",36.3955259883
"['ball', 'block', 'book', 'book', 'doll', 'gloves', 'horse', 'train']",36.3983458997
"['block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.398690799
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",36.4004690648
"['block', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",36.4016168165
"['block', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",36.4017243478
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.4072780754
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'horse', 'horse', 'train']",36.407436621
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'doll', 'horse']",36.410226261
"['ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",36.4109315463
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.4116730857
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",36.4118488221
"['ball', 'ball', 'block', 'book', 'horse', 'horse', 'train']",36.4132596812
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",36.4143752033
"['ball', 'block', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.4148316934
"['block', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.4164382722
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'horse']",36.4202012652
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'horse', 'horse', 'train']",36.4251735715
"['ball', 'ball', 'ball', 'ball', 'block', 'block', 'gloves', 'gloves', 'gloves', 'gloves']",36.4292871179
"['block', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'train']",36.430700461
"['block', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",36.4314030382
"['ball', 'ball', 'ball', 'block', 'block', 'book', 'horse']",36.4315006803
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",36.4347766022
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'train']",36.4371999061
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.4377852418
"['book', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse']",36.4395056597
"['ball', 'ball', 'block', 'book', 'book', 'doll', 'doll', 'train']",36.4396833577
"['ball', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'horse', 'horse']",36.4406193335
"['ball', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.4411428566
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll', 'train']",36.4425270944
"['book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse', 'train']",36.4452719659
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'horse', 'horse', 'train']",36.446010545
"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'train']",36.4474319183
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'train']",36.4479716179
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves']",36.4487872426
"['ball', 'block', 'book', 'book', 'book', 'doll', 'doll', 'train']",36.4557022621
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'train']",36.4558717077
"['ball', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse']",36.4561008968
"['block', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.4582230001
"['block', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll']",36.458699336
"['ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'horse']",36.4633235946
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll', 'doll']",36.4635247173
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",36.463675481
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'train']",36.4637552211
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.4643913763
"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'doll', 'train']",36.4663673326
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.4668090237
"['ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.4677735919
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.4686455943
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'train']",36.471355362
"['block', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.4713736868
"['ball', 'block', 'book', 'book', 'horse', 'horse', 'train']",36.4713741347
"['block', 'horse', 'horse', 'horse', 'horse', 'horse']",36.472894802
"['ball', 'block', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.4742389233
"['block', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.4750676696
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.4754477866
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",36.4757858453
"['block', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.4786966403
"['ball', 'ball', 'block', 'block', 'book', 'book', 'doll']",36.4805487035
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.4883234067
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'train']",36.4888164142
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.4912615757
"['ball', 'block', 'block', 'block']",36.4931389521
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'train']",36.4934611936
"['ball', 'book', 'doll', 'horse', 'horse', 'horse', 'horse', 'train']",36.4941832225
"['ball', 'ball', 'block', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.4945469325
"['block', 'block', 'book', 'gloves', 'horse', 'horse']",36.4949876501
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book', 'train']",36.4955256438
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'train']",36.4971233939
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'horse', 'horse', 'horse', 'train']",36.4988542867
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",36.5004744682
"['block', 'book', 'book', 'book', 'book', 'book', 'doll', 'train']",36.501148155
"['book', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse']",36.5013741491
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",36.5014887797
"['book', 'book', 'doll', 'horse', 'horse', 'horse', 'horse', 'train']",36.5016568351
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",36.5020094002
"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.5021945143
"['book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse', 'horse', 'horse']",36.5031888505
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",36.5039051399
"['ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.5042878506
"['ball', 'ball', 'doll', 'horse', 'horse', 'horse', 'horse', 'train']",36.5066036023
"['ball', 'ball', 'block', 'block', 'book', 'train']",36.506894401
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",36.5070419774
"['ball', 'block', 'block', 'book', 'book', 'train']",36.5094941894
"['block', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.5116169426
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.5117009119
"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.5119420954
"['ball', 'block', 'book', 'book', 'book', 'book', 'horse', 'train']",36.5123518798
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.5146779612
"['book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.5177169653
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",36.5199898721
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse', 'train']",36.5203162171
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",36.5209293692
"['ball', 'block', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse']",36.5234121996
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'doll', 'doll']",36.5235780894
"['ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.5241750204
"['ball', 'ball', 'ball', 'block', 'block', 'train']",36.5245646183
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.529426528
"['block', 'block', 'book', 'book', 'book', 'train']",36.5303390167
"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.5304997443
"['ball', 'ball', 'ball', 'block', 'block', 'doll', 'gloves', 'gloves']",36.5325117256
"['block', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",36.5330648505
"['ball', 'block', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.5334981649
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'horse', 'horse']",36.5345157876
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.5362889465
"['ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.5380224212
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",36.5383848113
"['block', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.5388222814
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.5389976479
"['block', 'book', 'book', 'book', 'horse', 'horse', 'train']",36.5407652293
"['block', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",36.5410096088
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'horse', 'horse']",36.5412292118
"['book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'horse', 'horse']",36.5426421415
"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",36.5427912363
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves', 'train']",36.5437681884
"['ball', 'ball', 'block', 'block', 'book', 'book', 'book', 'gloves', 'gloves']",36.545548055
"['ball', 'block', 'block', 'book', 'book', 'book', 'book', 'book']",36.5489120107
"['ball', 'ball', 'block', 'book', 'gloves', 'horse', 'horse', 'train']",36.5511834666
"['ball', 'block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.5569439348
"['book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",36.5570703065
"['ball', 'block', 'book', 'book', 'gloves', 'horse', 'horse', 'train']",36.557920229
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'train']",36.5579325872
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",36.5586940383
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'train']",36.5600296807
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'train']",36.5601903559
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",36.5603178566
"['ball', 'ball', 'ball', 'block', 'gloves', 'horse', 'horse', 'train']",36.5642482232
"['ball', 'book', 'book', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",36.5676884294
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'train']",36.5676908817
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'horse', 'train']",36.5703849561
"['ball', 'ball', 'ball', 'block', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",36.5712767364
"['block', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",36.572848561
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",36.5748166054
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse', 'train']",36.5748172408
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",36.5755951292
"['book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'train']",36.5783341241
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll']",36.5786637944
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'block', 'gloves']",36.5795490896
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'train']",36.5805392552
"['block', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.5817082766
"['ball', 'ball', 'ball', 'ball', 'doll', 'horse', 'horse', 'horse', 'train']",36.581863665
"['block', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'train']",36.5824651558
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse', 'horse', 'horse', 'train']",36.5836861934
"['ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.5837518852
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.5851846044
"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'train']",36.5861034047
"['book', 'doll', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse']",36.5865839558
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.591511983
"['ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.5952436887
"['doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.5967866964
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll', 'doll', 'horse']",36.5975610221
"['ball', 'ball', 'block', 'book', 'book', 'doll', 'horse', 'train']",36.6014363921
"['block', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.6019059952
"['ball', 'ball', 'block', 'book', 'book', 'book', 'doll', 'gloves', 'train']",36.6059958748
"['ball', 'doll', 'doll', 'horse', 'horse', 'horse', 'horse', 'horse']",36.6069788693
"['ball', 'block', 'book', 'book', 'book', 'doll', 'horse', 'train']",36.6089526263
"['ball', 'ball', 'ball', 'book', 'doll', 'horse', 'horse', 'horse', 'train']",36.6119416614
"['block', 'block', 'block', 'book']",36.6138540302
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",36.6140028818
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'horse', 'train']",36.614008229
"['ball', 'block', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",36.6141142615
"['ball', 'ball', 'block', 'block', 'book', 'book', 'horse']",36.6143477824
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.6160388873
"['ball', 'ball', 'block', 'block', 'doll', 'doll']",36.6196736919
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'horse', 'horse', 'train']",36.6209367081
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",36.6216247197
"['ball', 'block', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse']",36.6229329501
"['book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",36.6240278072
"['book', 'book', 'book', 'doll', 'horse', 'horse', 'horse', 'horse', 'horse']",36.6297297704
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'horse', 'train']",36.6311743572
"['block', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",36.6329943723
"['ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",36.6336825691
"['book', 'book', 'book', 'book', 'doll', 'doll', 'horse', 'horse', 'train']",36.6340836824
"['block', 'book', 'book', 'book', 'book', 'doll', 'horse', 'train']",36.6345790689
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll', 'doll', 'doll']",36.6353449604
